kalender,tahun,bulan,tgl,jumlah emiten
20230526,2023,05,26,867
20230529,2023,05,29,867
20230530,2023,05,30,867
20230531,2023,05,31,867
20230605,2023,06,05,867
20230606,2023,06,06,867
20230607,2023,06,07,867
20230608,2023,06,08,867
20230609,2023,06,09,867
20230612,2023,06,12,869
20230613,2023,06,13,869
20230614,2023,06,14,869
20230615,2023,06,15,869
20230616,2023,06,16,869
20230619,2023,06,19,870
20230620,2023,06,20,870
20230621,2023,06,21,870
20230622,2023,06,22,871
20230623,2023,06,23,871
20230626,2023,06,26,871
20230627,2023,06,27,871
20230703,2023,07,03,871
20230704,2023,07,04,871
20230705,2023,07,05,871
20230706,2023,07,06,871
20230707,2023,07,07,872
20230710,2023,07,10,876
20230711,2023,07,11,876
20230712,2023,07,12,876
20230713,2023,07,13,876
20230714,2023,07,14,876
20230717,2023,07,17,876
20230718,2023,07,18,876
20230720,2023,07,20,876
20230721,2023,07,21,876
20230724,2023,07,24,877
20230725,2023,07,25,878
20230726,2023,07,26,878
20230727,2023,07,27,878
20230728,2023,07,28,878
20230731,2023,07,31,879
20230801,2023,08,01,879
20230802,2023,08,02,880
20230803,2023,08,03,880
20230804,2023,08,04,880
20230807,2023,08,07,882
20230808,2023,08,08,886
20230809,2023,08,09,889
20230810,2023,08,10,890
20230811,2023,08,11,890
20230814,2023,08,14,890
20230815,2023,08,15,890
20230816,2023,08,16,890
20230818,2023,08,18,890
20230821,2023,08,21,890
20230822,2023,08,22,890
20230823,2023,08,23,890
20230824,2023,08,24,890
20230825,2023,08,25,890
20230828,2023,08,28,891
20230829,2023,08,29,891
20230830,2023,08,30,891
20230831,2023,08,31,891
20230901,2023,09,01,891
20230904,2023,09,04,891
20230905,2023,09,05,891
20230906,2023,09,06,891
20230907,2023,09,07,892
20230908,2023,09,08,892
20230911,2023,09,11,893
20230912,2023,09,12,893
20230913,2023,09,13,893
20230914,2023,09,14,893
20230915,2023,09,15,893
20230918,2023,09,18,893
20230919,2023,09,19,893
20230920,2023,09,20,893
20230921,2023,09,21,893
20230922,2023,09,22,893
20230925,2023,09,25,893
20230926,2023,09,26,893
20230927,2023,09,27,893
20230929,2023,09,29,893
20231002,2023,10,02,893
20231003,2023,10,03,893
20231004,2023,10,04,893
20231005,2023,10,05,893
20231006,2023,10,06,895
20231009,2023,10,09,897
20231010,2023,10,10,898
20231011,2023,10,11,900
20231012,2023,10,12,900
20231013,2023,10,13,900
20231016,2023,10,16,900
20231017,2023,10,17,900
20231018,2023,10,18,900
20231019,2023,10,19,900
20231020,2023,10,20,900
20231023,2023,10,23,900
20231024,2023,10,24,900
20231025,2023,10,25,900
20231026,2023,10,26,900
20231027,2023,10,27,900
20231030,2023,10,30,900
20231031,2023,10,31,901
20231101,2023,11,01,901
20231102,2023,11,02,901
20231103,2023,11,03,901
20231106,2023,11,06,901
20231107,2023,11,07,901
20231108,2023,11,08,904
20231109,2023,11,09,904
20231110,2023,11,10,904
20231113,2023,11,13,904
20231114,2023,11,14,904
20231115,2023,11,15,904
20231116,2023,11,16,904
20231117,2023,11,17,904
20231120,2023,11,20,904
20231121,2023,11,21,904
20231122,2023,11,22,904
20231123,2023,11,23,904
20231124,2023,11,24,904
20231127,2023,11,27,904
20231128,2023,11,28,904
20231129,2023,11,29,904
20231130,2023,11,30,905
20231201,2023,12,01,905
20231204,2023,12,04,905
20231205,2023,12,05,905
20231206,2023,12,06,905
20231207,2023,12,07,906
20231208,2023,12,08,906
20231211,2023,12,11,906
20231212,2023,12,12,906
20231213,2023,12,13,906
20231214,2023,12,14,906
20231215,2023,12,15,906
20231218,2023,12,18,906
20231219,2023,12,19,906
20231220,2023,12,20,906
20231221,2023,12,21,906
20231222,2023,12,22,906
20231227,2023,12,27,906
20231228,2023,12,28,906
20231229,2023,12,29,906
20240102,2024,01,02,906
20240103,2024,01,03,906
20240104,2024,01,04,906
20240105,2024,01,05,907
20240108,2024,01,08,908
20240109,2024,01,09,909
20240110,2024,01,10,911
20240111,2024,01,11,913
20240112,2024,01,12,913
20240115,2024,01,15,913
20240116,2024,01,16,912
20240117,2024,01,17,912
20240118,2024,01,18,913
20240119,2024,01,19,913
20240122,2024,01,22,913
